dt,ft,cfs,inches,ftE,cfsE
2017-01-23 4:55,0.113,0.019,0,0.193,0.071
2017-01-23 5:00,0.11,0.017,0,0.189,0.067
2017-01-23 5:05,0.108,0.017,0,0.185,0.064
2017-01-23 5:10,0.107,0.016,0,0.181,0.06
2017-01-23 5:15,0.102,0.014,0,0.177,0.057
2017-01-23 5:20,0.098,0.013,0,0.175,0.056
2017-01-23 5:25,0.097,0.013,0,0.17,0.052
2017-01-23 5:30,0.092,0.011,0,0.166,0.049
2017-01-23 5:35,0.091,0.011,0,0.164,0.047
2017-01-23 5:40,0.089,0.01,0,0.159,0.044
2017-01-23 5:45,0.085,0.009,0,0.159,0.044
2017-01-23 5:50,0.084,0.009,0,0.155,0.041
2017-01-23 5:55,0.082,0.008,0,0.153,0.04
2017-01-23 6:00,0.079,0.008,0,0.149,0.037
2017-01-23 6:05,0.078,0.007,0,0.148,0.036
2017-01-23 6:10,0.075,0.007,0,0.146,0.035
2017-01-23 6:15,0.073,0.006,0,0.146,0.035
2017-01-23 6:20,0.072,0.006,0,0.139,0.031
2017-01-23 6:25,0.072,0.006,0,0.137,0.03
2017-01-23 6:30,0.07,0.006,0,0.135,0.029
2017-01-23 6:35,0.068,0.005,0,0.136,0.029
2017-01-23 6:40,0.066,0.005,0,0.134,0.029
2017-01-23 6:45,0.062,0.004,0,0.132,0.027
2017-01-23 6:50,0.062,0.004,0,0.129,0.026
2017-01-23 6:55,0.061,0.004,0,0.129,0.026
2017-01-23 7:00,0.059,0.004,0,0.127,0.025
2017-01-23 7:05,0.056,0.003,0,0.127,0.025
2017-01-23 7:10,0.056,0.003,0,0.123,0.023
2017-01-23 7:15,0.056,0.003,0,0.122,0.022
2017-01-23 7:20,0.049,0.002,0,0.12,0.022
2017-01-23 7:25,0.049,0.002,0,0.117,0.02
2017-01-23 7:30,0.049,0.002,0,0.117,0.02
2017-01-23 7:35,0.049,0.002,0,0.112,0.018
2017-01-23 7:40,0.047,0.002,0,0.112,0.018
2017-01-23 7:45,0.046,0.002,0,0.11,0.017
2017-01-23 7:50,0.045,0.002,0,0.11,0.017
2017-01-23 7:55,0.043,0.002,0,0.11,0.017
2017-01-23 8:00,0.04,0.001,0,0.11,0.017
2017-01-23 8:05,0.041,0.001,0,0.109,0.017
2017-01-23 8:10,0.039,0.001,0,0.11,0.017
2017-01-23 8:15,0.038,0.001,0,0.109,0.017
2017-01-23 8:20,0.039,0.001,0,0.104,0.015
2017-01-23 8:25,0.038,0.001,0,0.104,0.015
2017-01-23 8:30,0.035,0.001,0,0.103,0.015
2017-01-23 8:35,0.035,0.001,0,0.102,0.014
2017-01-23 8:40,0.034,0.001,0,0.1,0.014
2017-01-23 8:45,0.033,0.001,0,0.1,0.014
2017-01-23 8:50,0.033,0.001,0,0.1,0.014
2017-01-23 8:55,0.033,0.001,0,0.1,0.014
2017-01-23 9:00,0.032,0.001,0,0.098,0.013
2017-01-23 9:05,0.028,0.001,0,0.095,0.012
2017-01-23 9:10,0.026,0,0,0.094,0.012
2017-01-23 9:15,0.026,0,0,0.094,0.012
2017-01-23 9:20,0.026,0,0,0.094,0.012
2017-01-23 9:25,0.026,0,0,0.093,0.011
2017-01-23 9:30,0.026,0,0,0.093,0.011
2017-01-23 9:35,0.026,0,0,0.09,0.01
2017-01-23 9:40,0.024,0,0,0.091,0.011
2017-01-23 9:45,0.023,0,0,0.089,0.01
2017-01-23 9:50,0.023,0,0,0.089,0.01
2017-01-23 9:55,0.023,0,0,0.09,0.01
2017-01-23 10:00,0.023,0,0,0.087,0.01
2017-01-23 10:05,0.023,0,0,0.087,0.01
2017-01-23 10:10,0.023,0,0,0.086,0.009
2017-01-23 10:15,0.023,0,0,0.087,0.01
2017-01-23 10:20,0.02,0,0,0.084,0.009
2017-01-23 10:25,0.02,0,0,0.082,0.008
2017-01-23 10:30,0.016,0,0,0.081,0.008
2017-01-23 10:35,0.019,0,0,0.082,0.008
2017-01-23 10:40,0.019,0,0,0.081,0.008
2017-01-23 10:45,0.017,0,0,0.081,0.008
2017-01-23 10:50,0.016,0,0,0.082,0.008
2017-01-23 10:55,0.016,0,0,0.079,0.008
2017-01-23 11:00,0.014,0,0,0.08,0.008
2017-01-23 11:05,0.016,0,0,0.078,0.007
2017-01-23 11:10,0.016,0,0,0.076,0.007
2017-01-23 11:15,0.016,0,0,0.077,0.007
2017-01-23 11:20,0.013,0,0,0.075,0.007
2017-01-23 11:25,0.012,0,0,0.076,0.007
2017-01-23 11:30,0.013,0,0,0.073,0.006
2017-01-23 11:35,0.01,0,0,0.075,0.007
2017-01-23 11:40,0.01,0,0,0.075,0.007
2017-01-23 11:45,0.011,0,0,0.073,0.006
2017-01-23 11:50,0.013,0,0,0.071,0.006
2017-01-23 11:55,0.012,0,0,0.071,0.006
2017-01-23 12:00,0.012,0,0,0.071,0.006
2017-01-23 12:05,0.011,0,0,0.072,0.006
2017-01-23 12:10,0.01,0,0,0.07,0.006
2017-01-23 12:15,0.01,0,0,0.071,0.006
2017-01-23 12:20,0.011,0,0,0.071,0.006
2017-01-23 12:25,0.011,0,0,0.068,0.005
2017-01-23 12:30,0.01,0,0,0.068,0.005
2017-01-23 12:35,0.01,0,0,0.069,0.005
2017-01-23 12:40,0.01,0,0,0.069,0.005
2017-01-23 12:45,0.01,0,0,0.068,0.005
2017-01-23 12:50,0.01,0,0,0.07,0.006
2017-01-23 12:55,0.009,0,0,0.069,0.005
2017-01-23 13:00,0.008,0,0,0.069,0.005
2017-01-23 13:05,0.01,0,0,0.068,0.005
2017-01-23 13:10,0.01,0,0,0.064,0.005
2017-01-23 13:15,0.01,0,0,0.064,0.005
2017-01-23 13:20,0.01,0,0,0.064,0.005
2017-01-23 13:25,0.009,0,0,0.064,0.005
2017-01-23 13:30,0.008,0,0,0.064,0.005
2017-01-23 13:35,0.009,0,0,0.064,0.004
2017-01-23 13:40,0.008,0,0,0.064,0.004
2017-01-23 13:45,0.009,0,0,0.063,0.004
2017-01-23 13:50,0.01,0,0,0.064,0.005
2017-01-23 13:55,0.01,0,0,0.063,0.004
2017-01-23 14:00,0.008,0,0,0.064,0.004
2017-01-23 14:05,0.007,0,0,0.064,0.004
2017-01-23 14:10,0.009,0,0,0.064,0.004
2017-01-23 14:15,0.007,0,0,0.063,0.004
2017-01-23 14:20,0.008,0,0,0.062,0.004
2017-01-23 14:25,0.009,0,0,0.062,0.004
2017-01-23 14:30,0.008,0,0,0.06,0.004
2017-01-23 14:35,0.009,0,0,0.06,0.004
2017-01-23 14:40,0.009,0,0,0.062,0.004
2017-01-23 14:45,0.01,0,0,0.061,0.004
2017-01-23 14:50,0.008,0,0,0.059,0.004
2017-01-23 14:55,0.007,0,0,0.059,0.004
2017-01-23 15:00,0.008,0,0,0.06,0.004
2017-01-23 15:05,0.007,0,0,0.058,0.003
2017-01-23 15:10,0.007,0,0,0.058,0.003
2017-01-23 15:15,0.007,0,0,0.059,0.004
2017-01-23 15:20,0.007,0,0,0.059,0.004
2017-01-23 15:25,0.008,0,0,0.059,0.004
2017-01-23 15:30,0.007,0,0,0.058,0.003
2017-01-23 15:35,0.007,0,0,0.059,0.004
2017-01-23 15:40,0.007,0,0,0.058,0.003
2017-01-23 15:45,0.007,0,0,0.058,0.003
2017-01-23 15:50,0.007,0,0,0.058,0.003
2017-01-23 15:55,0.006,0,0,0.058,0.003
2017-01-23 16:00,0.007,0,0,0.058,0.003
2017-01-23 16:05,0.004,0,0,0.058,0.003
2017-01-23 16:10,0.004,0,0,0.058,0.003
2017-01-23 16:15,0.007,0,0,0.059,0.004
2017-01-23 16:20,0.007,0,0,0.059,0.004
2017-01-23 16:25,0.007,0,0,0.058,0.003
2017-01-23 16:30,0.007,0,0,0.058,0.003
2017-01-23 16:35,0.005,0,0,0.057,0.003
2017-01-23 16:40,0.005,0,0,0.057,0.003
2017-01-23 16:45,0.007,0,0,0.056,0.003
2017-01-23 16:50,0.007,0,0,0.057,0.003
2017-01-23 16:55,0.006,0,0,0.058,0.003
2017-01-23 17:00,0.007,0,0,0.056,0.003
2017-01-23 17:05,0.005,0,0,0.057,0.003
2017-01-23 17:10,0.005,0,0,0.057,0.003
2017-01-23 17:15,0.003,0,0,0.055,0.003
2017-01-23 17:20,0.006,0,0,0.056,0.003
2017-01-23 17:25,0.006,0,0,0.057,0.003
2017-01-23 17:30,0.007,0,0,0.054,0.003
2017-01-23 17:35,0.003,0,0,0.057,0.003
2017-01-23 17:40,0.005,0,0,0.055,0.003
2017-01-23 17:45,0.005,0,0,0.058,0.003
2017-01-23 17:50,0.003,0,0,0.054,0.003
2017-01-23 17:55,0.005,0,0,0.055,0.003
2017-01-23 18:00,0.004,0,0,0.054,0.003
2017-01-23 18:05,0.004,0,0,0.054,0.003
2017-01-23 18:10,0.004,0,0,0.053,0.003
2017-01-23 18:15,0.006,0,0,0.055,0.003
2017-01-23 18:20,0.004,0,0,0.051,0.003
2017-01-23 18:25,0.005,0,0,0.054,0.003
2017-01-23 18:30,0.003,0,0,0.052,0.003
2017-01-23 18:35,0.007,0,0,0.054,0.003
2017-01-23 18:40,0.006,0,0,0.054,0.003
2017-01-23 18:45,0.006,0,0,0.054,0.003
2017-01-23 18:50,0.005,0,0,0.054,0.003
2017-01-23 18:55,0.005,0,0,0.054,0.003
2017-01-23 19:00,0.003,0,0,0.054,0.003
2017-01-23 19:05,0.007,0,0,0.054,0.003
2017-01-23 19:10,0.007,0,0,0.055,0.003
2017-01-23 19:15,0.007,0,0,0.054,0.003
2017-01-23 19:20,0.003,0,0,0.052,0.003
2017-01-23 19:25,0.004,0,0,0.052,0.003
2017-01-23 19:30,0.003,0,0,0.052,0.003
2017-01-23 19:35,0.007,0,0,0.053,0.003
2017-01-23 19:40,0.007,0,0,0.054,0.003
2017-01-23 19:45,0.007,0,0,0.053,0.003
2017-01-23 19:50,0.004,0,0,0.053,0.003
2017-01-23 19:55,0.005,0,0,0.054,0.003
2017-01-23 20:00,0.005,0,0,0.053,0.003
2017-01-23 20:05,0.003,0,0,0.054,0.003
2017-01-23 20:10,0.003,0,0,0.051,0.003
2017-01-23 20:15,0.003,0,0,0.054,0.003
2017-01-23 20:20,0.003,0,0,0.051,0.003
2017-01-23 20:25,0.004,0,0,0.051,0.003
2017-01-23 20:30,0.004,0,0,0.051,0.003
2017-01-23 20:35,0.003,0,0,0.051,0.003
2017-01-23 20:40,0.003,0,0,0.051,0.003
2017-01-23 20:45,0.003,0,0,0.053,0.003
2017-01-23 20:50,0.004,0,0,0.051,0.003
2017-01-23 20:55,0.005,0,0,0.051,0.002
2017-01-23 21:00,0.003,0,0,0.051,0.003
2017-01-23 21:05,0.004,0,0,0.05,0.002
2017-01-23 21:10,0.004,0,0,0.051,0.003
2017-01-23 21:15,0.003,0,0,0.051,0.002
2017-01-23 21:20,0.003,0,0,0.051,0.003
2017-01-23 21:25,0.003,0,0,0.052,0.003
2017-01-23 21:30,0.004,0,0,0.051,0.003
2017-01-23 21:35,0.005,0,0,0.05,0.002
2017-01-23 21:40,0.003,0,0,0.051,0.003
2017-01-23 21:45,0.003,0,0,0.051,0.002
2017-01-23 21:50,0.003,0,0,0.051,0.003
2017-01-23 21:55,0.003,0,0,0.051,0.002
2017-01-23 22:00,0.003,0,0,0.051,0.003
2017-01-23 22:05,0.006,0,0,0.051,0.003
2017-01-23 22:10,0.006,0,0,0.051,0.003
2017-01-23 22:15,0.003,0,0,0.051,0.002
2017-01-23 22:20,0.003,0,0,0.051,0.002
2017-01-23 22:25,0.003,0,0,0.051,0.002
2017-01-23 22:30,0.003,0,0,0.051,0.003
2017-01-23 22:35,0.005,0,0,0.051,0.003
2017-01-23 22:40,0.005,0,0,0.05,0.002
2017-01-23 22:45,0.003,0,0,0.051,0.003
2017-01-23 22:50,0.003,0,0,0.051,0.002
2017-01-23 22:55,0.003,0,0,0.048,0.002
2017-01-23 23:00,0.003,0,0,0.049,0.002
2017-01-23 23:05,0.005,0,0,0.049,0.002
2017-01-23 23:10,0.006,0,0,0.05,0.002
2017-01-23 23:15,0.003,0,0,0.048,0.002
2017-01-23 23:20,0.006,0,0,0.05,0.002
2017-01-23 23:25,0.005,0,0,0.051,0.003
2017-01-23 23:30,0.003,0,0,0.05,0.002
2017-01-23 23:35,0.003,0,0,0.051,0.002
2017-01-23 23:40,0.003,0,0,0.05,0.002
2017-01-23 23:45,0.003,0,0,0.05,0.002
2017-01-23 23:50,0.005,0,0,0.051,0.003
2017-01-23 23:55,0.006,0,0,0.051,0.002
2017-01-24 0:00,0.003,0,0,0.051,0.003
2017-01-24 0:05,0.004,0,0,0.048,0.002
2017-01-24 0:10,0.004,0,0,0.049,0.002
2017-01-24 0:15,0.003,0,0,0.048,0.002
2017-01-24 0:20,0.003,0,0,0.051,0.003
2017-01-24 0:25,0.003,0,0,0.051,0.003
2017-01-24 0:30,0.003,0,0,0.051,0.002
2017-01-24 0:35,0.003,0,0,0.05,0.002
2017-01-24 0:40,0.003,0,0,0.048,0.002
2017-01-24 0:45,0.003,0,0,0.049,0.002
2017-01-24 0:50,0.003,0,0,0.051,0.003
2017-01-24 0:55,0.003,0,0,0.049,0.002
2017-01-24 1:00,0.003,0,0,0.051,0.002
2017-01-24 1:05,0.003,0,0,0.048,0.002
2017-01-24 1:10,0.003,0,0,0.049,0.002
2017-01-24 1:15,0.003,0,0,0.047,0.002
