dt,rain15,rain60
2/24/2016 12:50,0.32,NA
2/24/2016 13:05,0.14,0.49
2/24/2016 13:20,0.03,NA
3/1/2016 23:50,0.03,NA
3/2/2016 0:05,NA,0.03
3/3/2016 17:05,0.01,0.02
3/3/2016 17:20,0.01,NA
3/3/2016 17:50,0.01,NA
3/3/2016 18:05,NA,0.02
3/3/2016 18:35,0.01,NA
3/3/2016 19:05,0.01,0.01
3/13/2016 10:35,0.01,NA
3/13/2016 11:05,NA,0.01
3/13/2016 12:05,NA,0.01
3/13/2016 12:35,0.01,NA
3/13/2016 21:05,NA,0.01
3/13/2016 21:35,0.01,NA
3/14/2016 21:05,0.01,0.04
3/14/2016 21:20,0.03,NA
3/14/2016 21:35,0.01,NA
3/14/2016 21:50,0.02,NA
3/14/2016 22:05,0.02,0.05
3/15/2016 6:05,NA,0.01
3/15/2016 6:20,0.01,NA
3/19/2016 22:50,0.01,NA
3/19/2016 23:05,0.02,0.07
3/19/2016 23:20,0.04,NA
3/19/2016 23:50,0.01,NA
3/20/2016 0:05,NA,0.01
3/20/2016 20:05,NA,0.02
3/20/2016 20:20,0.01,NA
3/20/2016 20:35,0.01,NA
3/20/2016 20:50,0.02,NA
3/20/2016 21:05,0.03,0.05
3/20/2016 21:35,0.01,NA
3/20/2016 22:05,NA,0.02
3/20/2016 22:20,0.01,NA
3/26/2016 22:35,0.01,NA
3/26/2016 22:50,0.02,NA
3/26/2016 23:05,0.01,0.04
3/27/2016 2:05,0.01,0.02
3/27/2016 2:20,0.01,NA
3/27/2016 5:05,NA,0.01
3/27/2016 5:35,0.01,NA
3/27/2016 14:50,0.01,NA
3/27/2016 15:05,NA,0.03
3/27/2016 15:20,0.02,NA
3/27/2016 15:35,0.04,NA
3/27/2016 15:50,0.07,NA
3/27/2016 16:05,NA,0.11
3/27/2016 18:35,0.01,NA
3/27/2016 18:50,0.04,NA
3/27/2016 19:05,0.01,0.06
3/27/2016 19:35,0.01,NA
3/27/2016 20:05,0.01,0.03
3/27/2016 20:20,0.01,NA
3/27/2016 20:35,0.01,NA
3/27/2016 20:50,0.02,NA
3/27/2016 21:05,0.02,0.06
3/27/2016 21:20,0.01,NA
3/27/2016 21:50,0.01,NA
3/27/2016 22:05,0.01,0.04
3/27/2016 22:20,0.02,NA
3/28/2016 0:35,0.01,NA
3/28/2016 1:05,NA,0.12
3/28/2016 1:20,0.02,NA
3/28/2016 1:35,0.16,NA
3/28/2016 1:50,0.02,NA
3/28/2016 2:05,NA,0.09
3/28/2016 2:35,0.01,NA
3/28/2016 3:05,NA,0.02
3/28/2016 3:20,0.01,NA
3/31/2016 18:50,0.04,NA
3/31/2016 19:05,NA,0.07
3/31/2016 19:20,0.02,NA
3/31/2016 19:35,0.06,NA
3/31/2016 19:50,0.01,NA
3/31/2016 20:05,0.01,0.07
4/1/2016 4:05,NA,0.01
4/1/2016 4:20,0.01,NA
4/1/2016 4:35,0.01,NA
4/1/2016 4:50,0.02,NA
4/1/2016 5:05,0.01,0.05
4/1/2016 5:20,0.01,NA
4/1/2016 5:50,0.01,NA
4/1/2016 6:05,NA,0.01
4/1/2016 6:35,0.01,NA
4/1/2016 6:50,0.01,NA
4/1/2016 7:05,NA,0.04
4/1/2016 7:20,0.02,NA
4/1/2016 7:35,0.01,NA
4/1/2016 7:50,0.02,NA
4/1/2016 8:05,NA,0.05
4/1/2016 8:20,0.01,NA
4/1/2016 8:35,0.01,NA
4/1/2016 8:50,0.01,NA
4/1/2016 9:05,NA,0.01
4/2/2016 2:05,0.01,0.01
4/2/2016 7:05,0.02,0.06
4/2/2016 7:20,0.03,NA
4/2/2016 7:35,0.02,NA
4/2/2016 7:50,0.04,NA
4/2/2016 8:05,0.04,0.09
4/2/2016 8:35,0.01,NA
4/2/2016 8:50,0.03,NA
4/2/2016 9:05,0.06,0.1
4/7/2016 3:50,0.05,NA
4/7/2016 4:05,0.04,0.2
4/7/2016 4:20,0.1,NA
4/7/2016 4:35,0.02,NA
4/7/2016 4:50,0.01,NA
4/7/2016 5:05,0.02,0.04
4/11/2016 21:50,0.02,NA
4/11/2016 22:05,NA,0.02
4/12/2016 3:50,0.01,NA
4/12/2016 4:05,0.02,0.04
4/12/2016 4:20,0.01,NA
4/12/2016 4:50,0.01,NA
4/12/2016 5:05,NA,0.02
4/12/2016 5:20,0.01,NA
4/12/2016 5:35,0.01,NA
4/12/2016 5:50,0.01,NA
4/12/2016 6:05,NA,0.02
4/12/2016 9:05,0.01,0.01
4/12/2016 9:50,0.01,NA
4/12/2016 10:05,0.01,0.03
4/12/2016 10:20,0.01,NA
4/12/2016 11:05,NA,0.01
4/12/2016 11:20,0.01,NA
4/22/2016 7:05,0.02,0.04
4/22/2016 7:20,0.02,NA
4/22/2016 7:35,0.01,NA
4/22/2016 7:50,0.06,NA
4/22/2016 8:05,0.29,0.37
4/22/2016 8:20,0.01,NA
4/22/2016 9:05,NA,0.02
4/22/2016 9:20,0.01,NA
4/22/2016 9:35,0.01,NA
4/22/2016 19:05,NA,0.09
4/22/2016 19:20,0.08,NA
4/22/2016 19:35,0.01,NA
4/23/2016 2:50,0.01,NA
4/23/2016 3:05,NA,0.01
4/30/2016 20:05,0.1,0.32
4/30/2016 20:20,0.15,NA
4/30/2016 20:35,0.22,NA
4/30/2016 20:50,0.28,NA
4/30/2016 21:05,0.09,0.92
4/30/2016 21:20,0.38,NA
4/30/2016 21:35,0.04,NA
4/30/2016 21:50,0.01,NA
4/30/2016 22:05,NA,0.03
4/30/2016 22:35,0.01,NA
4/30/2016 22:50,0.01,NA
4/30/2016 23:05,0.01,0.04
4/30/2016 23:20,0.01,NA
5/1/2016 2:50,0.03,NA
5/1/2016 3:05,0.02,0.06
5/1/2016 3:20,0.01,NA
5/1/2016 7:35,0.02,NA
5/1/2016 7:50,0.04,NA
5/1/2016 8:05,0.04,0.19
5/1/2016 8:20,0.07,NA
5/1/2016 8:35,0.07,NA
5/1/2016 8:50,0.03,NA
5/1/2016 9:05,0.01,0.09
5/1/2016 9:35,0.01,NA
5/1/2016 10:05,NA,0.01
5/1/2016 19:50,0.14,NA
5/1/2016 20:05,0.04,0.19
5/1/2016 20:35,0.08,NA
5/1/2016 21:05,0.01,0.08
5/1/2016 22:05,0.01,0.01
5/2/2016 1:05,0.01,0.02
5/2/2016 1:20,0.01,NA
5/2/2016 1:50,0.03,NA
5/2/2016 2:05,0.01,0.04
5/2/2016 14:50,0.01,NA
5/2/2016 15:05,0.01,0.02
5/2/2016 15:50,0.02,NA
5/2/2016 16:05,NA,0.02
5/3/2016 1:05,NA,0.05
5/3/2016 1:20,0.04,NA
5/3/2016 1:35,0.01,NA
5/3/2016 1:50,0.05,NA
5/3/2016 2:05,0.08,0.26
5/3/2016 2:20,0.1,NA
5/3/2016 2:35,0.08,NA
5/3/2016 2:50,0.04,NA
5/3/2016 3:05,0.02,0.12
5/3/2016 3:20,0.01,NA
5/3/2016 3:35,0.01,NA
5/3/2016 4:05,0.01,0.02
5/3/2016 4:35,0.01,NA
5/3/2016 4:50,0.01,NA
5/3/2016 5:05,0.01,0.03
5/3/2016 5:50,0.01,NA
5/3/2016 6:05,NA,0.01
5/3/2016 16:35,0.03,NA
5/3/2016 16:50,0.13,NA
5/3/2016 17:05,NA,0.16
5/5/2016 22:05,NA,0.01
5/5/2016 22:20,0.01,NA
5/5/2016 22:50,0.02,NA
5/5/2016 23:05,0.02,0.05
5/5/2016 23:20,0.01,NA
5/5/2016 23:35,0.01,NA
5/5/2016 23:50,0.02,NA
5/6/2016 0:05,0.01,0.05
5/6/2016 0:20,0.01,NA
5/6/2016 0:50,0.01,NA
5/6/2016 1:05,0.01,0.04
5/6/2016 1:20,0.01,NA
5/6/2016 1:35,0.01,NA
5/6/2016 1:50,0.01,NA
5/6/2016 2:05,NA,0.01
5/6/2016 2:50,0.01,NA
5/6/2016 3:05,NA,0.01
5/12/2016 19:05,0.02,0.02
5/12/2016 19:35,0.03,NA
5/12/2016 19:50,0.32,NA
5/12/2016 20:05,0.1,0.45
5/12/2016 20:35,0.02,NA
5/12/2016 21:05,NA,0.06
5/12/2016 21:35,0.36,NA
5/12/2016 21:50,0.07,NA
5/12/2016 22:05,NA,0.39
5/12/2016 22:35,0.01,NA
5/12/2016 23:05,NA,0.01
5/17/2016 8:35,0.02,NA
5/17/2016 8:50,0.01,NA
5/17/2016 9:05,0.02,0.06
5/17/2016 9:20,0.01,NA
5/17/2016 9:50,0.01,NA
5/17/2016 10:05,NA,0.02
5/17/2016 10:20,0.01,NA
5/17/2016 10:35,0.01,NA
5/17/2016 10:50,0.02,NA
5/17/2016 11:05,0.05,0.18
5/17/2016 11:20,0.07,NA
5/17/2016 11:35,0.08,NA
5/17/2016 11:50,0.03,NA
5/17/2016 12:05,0.01,0.09
5/17/2016 16:05,NA,0.01
5/17/2016 16:20,0.01,NA
5/19/2016 3:05,0.04,0.07
5/19/2016 3:20,0.02,NA
5/19/2016 3:35,0.01,NA
5/19/2016 4:05,0.01,0.03
5/19/2016 4:20,0.02,NA
5/19/2016 5:05,0.01,0.14
5/19/2016 5:20,0.1,NA
5/19/2016 5:35,0.06,NA
5/19/2016 5:50,0.02,NA
5/19/2016 6:05,0.02,0.14
5/19/2016 6:20,0.02,NA
5/19/2016 6:35,0.06,NA
5/19/2016 6:50,0.03,NA
5/19/2016 7:05,0.05,0.1
5/19/2016 7:20,0.01,NA
5/19/2016 7:50,0.01,NA
5/19/2016 8:05,NA,0.01
5/19/2016 9:50,0.03,NA
5/19/2016 10:05,0.01,0.04
5/19/2016 12:05,0.01,0.01
5/19/2016 12:50,0.01,NA
5/19/2016 13:05,NA,0.01
5/20/2016 4:50,0.01,NA
5/20/2016 5:05,0.01,0.04
5/20/2016 5:20,0.02,NA
5/20/2016 5:35,0.02,NA
5/20/2016 5:50,0.02,NA
5/20/2016 6:05,NA,0.06
5/20/2016 6:20,0.01,NA
5/20/2016 6:35,0.01,NA
5/20/2016 7:05,0.01,0.01
5/20/2016 7:35,0.01,NA
5/20/2016 7:50,0.01,NA
5/20/2016 8:05,NA,0.05
5/20/2016 8:20,0.02,NA
5/20/2016 8:35,0.01,NA
5/20/2016 11:05,0.01,0.01
5/20/2016 12:50,0.01,NA
5/20/2016 13:05,NA,0.01
5/20/2016 14:05,NA,0.06
5/20/2016 14:20,0.04,NA
5/20/2016 14:35,0.06,NA
5/20/2016 14:50,0.02,NA
5/20/2016 15:05,0.02,0.08
5/20/2016 16:05,0.02,0.04
5/20/2016 16:20,0.01,NA
5/20/2016 16:35,0.01,NA
5/20/2016 17:05,0.02,0.04
5/20/2016 17:20,0.02,NA
5/20/2016 17:35,0.01,NA
5/20/2016 18:05,NA,0.01
5/20/2016 18:35,0.01,NA
5/20/2016 19:05,NA,0.02
5/20/2016 19:20,0.01,NA
5/20/2016 19:50,0.01,NA
5/20/2016 20:05,NA,0.02
5/20/2016 20:20,0.01,NA
5/20/2016 20:50,0.22,NA
5/20/2016 21:05,0.03,0.29
5/20/2016 21:20,0.03,NA
5/20/2016 21:35,0.01,NA
5/20/2016 21:50,0.01,NA
5/20/2016 22:05,0.07,0.14
5/20/2016 22:20,0.06,NA
5/20/2016 22:35,0.01,NA
5/20/2016 22:50,0.01,NA
5/20/2016 23:05,0.01,0.03
5/20/2016 23:35,0.01,NA
5/20/2016 23:50,0.01,NA
5/21/2016 0:05,0.03,0.08
5/21/2016 0:20,0.02,NA
5/21/2016 0:35,0.03,NA
5/21/2016 0:50,0.04,NA
5/21/2016 1:05,NA,0.07
5/21/2016 1:20,0.01,NA
5/21/2016 1:50,0.01,NA
5/21/2016 2:05,NA,0.01
5/21/2016 2:50,0.01,NA
5/21/2016 3:05,NA,0.02
5/21/2016 3:20,0.01,NA
5/21/2016 4:05,0.03,0.03
5/21/2016 19:50,0.36,NA
5/21/2016 20:05,0.13,0.5
5/21/2016 20:20,0.01,NA
5/21/2016 20:35,0.01,NA
5/21/2016 21:05,NA,0.01
5/29/2016 6:05,NA,0.03
5/29/2016 6:20,0.02,NA
5/29/2016 6:35,0.02,NA
5/29/2016 6:50,0.02,NA
5/29/2016 7:05,0.02,0.05
5/29/2016 7:35,0.01,NA
5/29/2016 8:05,NA,0.01
5/29/2016 8:50,0.01,NA
5/29/2016 9:05,0.03,0.17
5/29/2016 9:20,0.08,NA
5/29/2016 9:35,0.07,NA
5/29/2016 9:50,0.05,NA
5/29/2016 10:05,0.03,0.11
5/29/2016 10:20,0.01,NA
6/2/2016 15:35,0.3,NA
6/2/2016 15:50,0.78,NA
6/2/2016 16:05,0.36,1.48
6/2/2016 16:20,0.04,NA
6/2/2016 17:50,0.01,NA
6/2/2016 18:05,NA,0.01
6/4/2016 21:05,NA,0.49
6/4/2016 21:20,0.39,NA
6/4/2016 21:35,0.1,NA
6/5/2016 1:05,0.01,0.01
6/5/2016 21:50,0.01,NA
6/5/2016 22:05,0.06,0.12
6/5/2016 22:20,0.02,NA
6/5/2016 22:35,0.1,NA
6/5/2016 22:50,0.01,NA
6/5/2016 23:05,NA,0.08
6/6/2016 1:05,0.07,0.09
6/6/2016 1:20,0.02,NA
6/7/2016 2:05,NA,0.01
6/7/2016 2:20,0.01,NA
6/14/2016 20:05,0.61,1.36
6/14/2016 20:20,0.53,NA
6/14/2016 20:35,0.34,NA
6/14/2016 21:05,0.02,0.14
6/15/2016 2:05,NA,0.01
6/15/2016 2:20,0.01,NA
6/15/2016 17:05,0.27,0.43
6/15/2016 17:20,0.16,NA
6/15/2016 17:35,0.01,NA
6/15/2016 18:05,NA,0.01
6/17/2016 13:05,NA,0.01
6/17/2016 13:20,0.01,NA
6/27/2016 18:50,0.01,NA
6/27/2016 19:05,0.05,0.11
6/27/2016 19:20,0.03,NA
6/27/2016 19:35,0.06,NA
6/27/2016 19:50,0.04,NA
6/27/2016 20:05,0.03,0.14
6/27/2016 20:20,0.02,NA
6/27/2016 20:35,0.02,NA
6/27/2016 20:50,0.03,NA
6/27/2016 21:05,0.02,0.06
6/27/2016 23:35,0.01,NA
6/27/2016 23:50,0.04,NA
6/28/2016 0:05,0.02,0.09
6/28/2016 0:20,0.01,NA
6/28/2016 0:35,0.01,NA
6/29/2016 22:50,0.17,NA
6/29/2016 23:05,0.02,0.2
6/29/2016 23:20,0.01,NA
6/29/2016 23:50,0.01,NA
6/30/2016 0:05,NA,0.06
6/30/2016 0:20,0.05,NA
6/30/2016 1:05,0.08,0.08
6/30/2016 2:50,0.01,NA
6/30/2016 3:05,NA,0.05
6/30/2016 3:20,0.04,NA
7/4/2016 3:05,NA,0.05
7/4/2016 3:35,0.05,NA
7/5/2016 16:50,0.09,NA
7/5/2016 17:05,0.02,0.11
7/7/2016 16:35,0.03,NA
7/7/2016 17:05,NA,0.03
7/8/2016 20:50,0.03,NA
7/8/2016 21:05,0.23,0.27
7/8/2016 21:20,0.01,NA
7/11/2016 19:05,NA,0.01
7/11/2016 19:35,0.01,NA
7/15/2016 18:50,0.02,NA
7/15/2016 19:05,0.02,0.09
7/15/2016 19:20,0.04,NA
7/15/2016 19:35,0.01,NA
7/15/2016 20:35,0.01,NA
7/15/2016 21:05,NA,0.01
7/15/2016 21:50,0.07,NA
7/15/2016 22:05,0.04,0.12
7/15/2016 22:20,0.01,NA
7/16/2016 5:05,0.01,0.01
7/16/2016 17:05,NA,0.01
7/16/2016 17:35,0.17,NA
7/16/2016 17:50,0.67,NA
7/16/2016 18:05,0.04,0.91
7/16/2016 18:20,0.03,NA
7/16/2016 18:35,0.04,NA
7/16/2016 18:50,0.06,NA
7/16/2016 19:05,0.06,0.18
7/16/2016 19:20,0.02,NA
7/16/2016 19:35,0.01,NA
7/16/2016 20:05,NA,0.01
7/16/2016 20:20,0.01,NA
7/21/2016 15:05,0.43,0.46
7/21/2016 15:20,0.03,NA
7/21/2016 15:50,0.01,NA
7/21/2016 16:05,NA,0.01
7/26/2016 20:05,0.02,0.02
8/1/2016 17:50,0.16,NA
8/1/2016 18:05,0.09,0.26
8/1/2016 18:20,0.01,NA
8/2/2016 17:35,0.01,NA
8/2/2016 17:50,0.37,NA
8/2/2016 18:05,0.65,1.04
8/2/2016 18:20,0.01,NA
8/2/2016 18:35,0.01,NA
8/2/2016 19:05,NA,0.01
8/2/2016 21:35,0.01,NA
8/2/2016 22:05,NA,0.01
8/4/2016 20:35,0.04,NA
8/4/2016 20:50,0.31,NA
8/4/2016 21:05,0.01,0.38
8/4/2016 21:20,0.01,NA
8/4/2016 21:35,0.02,NA
8/4/2016 21:50,0.01,NA
8/4/2016 22:05,NA,0.02
8/5/2016 12:50,0.04,NA
8/5/2016 13:05,NA,0.04
8/5/2016 16:05,0.07,0.14
8/5/2016 16:20,0.06,NA
8/5/2016 16:35,0.02,NA
8/5/2016 17:05,0.01,0.05
8/5/2016 17:35,0.1,NA
8/5/2016 17:50,0.04,NA
8/5/2016 18:05,0.1,0.31
8/5/2016 18:20,0.09,NA
8/5/2016 18:35,0.02,NA
8/5/2016 18:50,0.01,NA
8/5/2016 19:05,NA,0.02
8/6/2016 1:50,0.01,NA
8/6/2016 2:05,NA,0.01
8/7/2016 12:50,0.02,NA
8/7/2016 13:05,0.32,0.54
8/7/2016 13:20,0.18,NA
8/7/2016 13:35,0.04,NA
8/7/2016 14:05,NA,0.02
8/7/2016 16:35,0.01,NA
8/7/2016 17:05,NA,0.01
8/8/2016 21:50,0.01,NA
8/8/2016 22:05,0.07,0.09
8/8/2016 22:20,0.01,NA
8/9/2016 15:05,NA,0.21
8/9/2016 15:20,0.1,NA
8/9/2016 15:35,0.11,NA
8/9/2016 17:05,0.02,0.04
8/9/2016 17:20,0.02,NA
8/9/2016 19:35,0.01,NA
8/9/2016 20:05,NA,0.01
8/10/2016 7:05,NA,0.01
8/10/2016 7:35,0.01,NA
8/10/2016 13:35,0.01,NA
8/10/2016 13:50,0.13,NA
8/10/2016 14:05,0.02,0.17
8/10/2016 14:20,0.01,NA
8/10/2016 14:35,0.01,NA
8/10/2016 15:05,NA,0.01
8/11/2016 15:35,0.01,NA
8/11/2016 16:05,NA,0.01
8/14/2016 16:50,0.03,NA
8/14/2016 17:05,0.01,0.04
8/17/2016 14:05,NA,0.08
8/17/2016 14:20,0.08,NA
8/17/2016 17:05,NA,0.03
8/17/2016 17:20,0.02,NA
8/17/2016 17:35,0.05,NA
8/17/2016 17:50,0.13,NA
8/17/2016 18:05,0.11,0.29
8/17/2016 18:20,0.01,NA
8/19/2016 18:05,0.01,0.02
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
